start,end,token,cleaned_token,overlap,exclude
43.093,43.327,み,み,False,False
43.327,43.527,え,え,False,False
43.527,43.761,な,な,False,False
43.761,43.961,く,く,False,False
43.961,44.395,た,た,False,False
44.395,44.628,っ,っ,False,False
44.628,44.828,て,て,False,False
44.828,45.262,(メ,メ,False,False
45.262,45.496,ロ,ロ,False,False
45.496,45.896,ディ),ディ,False,False
45.896,46.33,な,な,False,False
46.33,46.563,ん,ん,False,False
46.563,46.764,で,で,False,False
46.764,46.964,だ,だ,False,False
46.964,47.197,ろ,ろ,False,False
47.197,47.431,つ,つ,False,False
47.431,47.831,た,た,False,False
47.831,48.065,わ,わ,False,False
48.065,49.366,る,る,False,False
49.366,49.8,い,い,False,False
49.8,50.0,ろ,ろ,False,False
50.0,50.234,と,と,False,False
50.234,50.434,り,り,False,False
50.434,50.667,ど,ど,False,False
50.667,50.868,り,り,False,False
50.868,51.301,の,の,False,False
51.301,51.735,ゆ,ゆ,False,False
51.735,52.403,め,め,False,False
52.403,52.636,は,は,False,False
52.636,52.936,な,な,False,False
52.936,53.27,び,び,False,False
53.27,53.504,み,み,False,False
53.504,53.704,た,た,False,False
53.704,54.138,い,い,False,False
54.138,54.338,う,う,False,False
54.338,54.671,ち,ち,False,False
54.671,55.005,あ,あ,False,False
55.005,55.205,が,が,False,False
55.205,55.406,る,る,False,False
55.406,55.606,(wo,,False,True
55.606,55.873,oh),,False,True
55.873,56.073,わ,わ,False,False
56.073,56.373,く,く,False,False
56.373,56.74,わ,わ,False,False
56.74,56.907,く,く,False,False
56.907,57.141,(ド,ド,False,False
57.141,57.241,キ,キ,False,False
57.241,57.574,ド,ド,False,False
57.574,57.808,キ),キ,False,False
57.808,58.008,ま,ま,False,False
58.008,58.242,く,く,False,False
58.242,58.475,あ,あ,False,False
58.475,58.675,け,け,False,False
58.675,59.476,だ,だ,False,False
59.476,60.577,<gap>,<gap>,False,True
60.577,60.811,い,い,False,False
60.811,61.011,く,く,False,False
61.011,61.245,よ,よ,False,False
61.245,61.445,はい,はい,False,False
61.445,61.645,てん,てん,False,False
61.645,61.879,しょん！,しょん,False,False
61.879,62.112,も,も,False,False
62.112,62.413,っ,っ,False,False
62.413,62.746,と,と,False,False
62.746,63.18,hi,,False,True
63.18,63.38,hi,,False,True
63.38,63.614,hi!,,False,True
63.614,63.814,は,は,False,False
63.814,64.148,な,な,False,False
64.148,64.681,て,て,False,False
64.681,64.915,お,お,False,False
64.915,65.115,と,と,False,False
65.115,65.315,に,に,False,False
65.315,65.549,あ,あ,False,False
65.549,65.983,わ,わ,False,False
65.983,66.183,せ,せ,False,False
66.183,67.084,て,て,False,False
67.084,67.518,(oh,,False,True
67.518,67.718,ye,,False,True
67.718,67.918,ah),,False,True
67.918,68.018,わ,わ,False,False
68.018,68.152,た,た,False,False
68.152,68.352,し,し,False,False
68.352,68.585,も,も,False,False
68.585,68.786,こ,こ,False,False
68.786,69.219,こ,こ,False,False
69.219,69.453,な,な,False,False
69.453,69.653,ら,ら,False,False
69.653,70.087,しゅ,しゅ,False,False
70.087,70.287,じ,じ,False,False
70.287,70.521,ん,ん,False,False
70.521,71.355,こう,こう,False,False
71.355,71.488,だ,だ,False,False
71.488,71.588,か,か,False,False
71.588,72.022,ら,ら,False,False
72.022,72.222,(fu),,False,True
72.222,72.456,しゃ,しゃ,False,False
72.456,72.89,きっ,きっ,False,False
72.89,73.09,(fu),,False,True
73.09,73.323,む,む,False,False
73.323,73.624,ね,ね,False,False
73.624,73.957,はっ,はっ,False,False
73.957,74.191,て,て,False,False
74.191,74.591,こー,こー,False,False
74.591,75.059,go!,,False,True
75.059,75.259,はい,はい,False,False
75.259,75.459,てん,てん,False,False
75.459,75.726,しょん！,しょん,False,False
75.726,75.926,い,い,False,False
75.926,76.226,ー,ー,False,False
76.226,76.56,ねっ,ねっ,False,False
76.56,76.96,hi,,False,True
76.96,77.194,hi,,False,True
77.194,77.428,hi!,,False,True
77.428,77.694,さ,さ,False,False
77.694,77.961,い,い,False,False
77.961,78.495,こう,こう,False,False
78.495,78.695,え,え,False,False
78.695,78.929,が,が,False,False
78.929,79.129,お,お,False,False
79.129,79.363,み,み,False,False
79.363,79.797,て,て,False,False
79.797,79.997,た,た,False,False
79.997,80.864,い,い,False,False
80.864,80.964,だ,だ,False,False
80.964,81.065,か,か,False,False
81.065,82.166,ら,ら,False,False
82.166,82.366,こ,こ,False,False
82.366,82.599,の,の,False,False
82.599,82.8,と,と,False,False
82.8,83.133,き,き,False,False
83.133,83.467,が,が,False,False
83.467,83.901,いっつ,いっつ,False,False
83.901,84.301,しょー,しょー,False,False
84.301,84.968,たいむ,たいむ,False,False
84.968,85.202,で,で,False,False
85.202,85.402,あ,あ,False,False
85.402,85.836,え,え,False,False
85.836,86.27,た,た,False,False
86.27,86.47,き,き,False,False
86.47,86.603,せ,せ,False,False
86.603,86.904,き,き,False,False
86.904,87.137,に,に,False,False
87.137,87.438,す,す,False,False
87.438,87.771,ま,ま,False,False
87.771,88.005,い,い,False,False
88.005,88.639,りー,りー,False,False
88.639,88.772,み,み,False,False
88.772,88.872,ん,ん,False,False
88.872,89.306,な,な,False,False
89.306,89.706,で,で,False,False
89.706,89.94,い,い,False,False
89.94,90.04,ろ,ろ,False,False
90.04,90.374,ど,ど,False,False
90.374,90.574,る,る,False,False
90.574,90.908,ひ,ひ,False,False
90.908,91.208,す,す,False,False
91.208,91.442,と,と,False,False
91.442,92.076,りー,りー,False,False
92.076,92.209,ま,ま,False,False
92.209,92.309,つ,つ,False,False
92.309,93.61,り,り,False,False
93.61,94.044,が,が,False,False
94.044,94.478,つ,つ,False,False
94.478,94.912,れ,れ,False,False
94.912,95.312,て,て,False,False
95.312,95.746,く,く,False,False
95.746,96.413,よ,よ,False,False
96.413,96.613,ほ,ほ,False,False
96.613,97.247,ら,ら,False,False
97.247,97.481,て,て,False,False
97.481,97.815,を,を,False,False
97.815,98.115,つ,つ,False,False
98.115,98.348,な,な,False,False
98.348,98.749,ごう,ごう,False,False
98.749,99.483,(hey),,False,True
99.483,-1.0,<silence>,<silence>,False,False
