start,end,token,cleaned_token,overlap,ignore,gap,other,exclude
61.378,61.745,け,け,False,False,False,False,False
61.745,62.446,な,な,False,False,False,False,False
62.446,62.78,ぼ,ぼ,False,False,False,False,False
62.78,63.18,く,く,False,False,False,False,False
63.18,65.616,は,は,False,False,False,False,False
65.616,65.983,や,や,False,False,False,False,False
65.983,67.017,ま,ま,False,False,False,False,False
67.017,67.418,な,な,False,False,False,False,False
67.418,68.419,い,い,False,False,False,False,False
68.419,68.819,あ,あ,False,False,False,False,False
68.819,69.52,め,め,False,False,False,False,False
69.52,69.853,は,は,False,False,False,False,False
69.853,70.054,な,な,False,False,False,False,False
70.054,70.254,い,い,False,False,False,False,False
70.254,71.255,と,と,False,False,False,False,False
71.255,71.622,し,し,False,False,False,False,False
71.622,72.289,ん,ん,False,False,False,False,False
72.289,72.656,じ,じ,False,False,False,False,False
72.656,73.023,き,き,False,False,False,False,False
73.023,73.757,れ,れ,False,False,False,False,False
73.757,74.358,な,な,False,False,False,False,False
74.358,74.491,く,く,False,False,False,False,False
74.491,76.193,て,て,False,False,False,False,False
76.193,76.927,の,の,False,False,False,False,False
76.927,77.628,ば,ば,False,False,False,False,False
77.628,78.662,す,す,False,False,False,False,False
78.662,78.862,て,て,False,False,False,False,False
78.862,80.064,の,の,False,False,False,False,False
80.064,80.431,む,む,False,False,False,False,False
80.431,80.831,こ,こ,False,False,False,False,False
80.831,81.498,う,う,False,False,False,False,False
81.498,81.698,が,が,False,False,False,False,False
81.698,82.933,わ,わ,False,False,False,False,False
82.933,83.267,み,み,False,False,False,False,False
83.267,83.967,え,え,False,False,False,False,False
83.967,84.668,た,た,False,False,False,False,False
84.668,85.369,も,も,False,False,False,False,False
85.369,85.936,の,の,False,False,False,False,False
85.936,88.205,は,は,False,False,False,False,False
88.205,88.372,ず,ず,False,False,False,False,False
88.372,88.572,っ,っ,False,False,False,False,False
88.572,89.606,と,と,False,False,False,False,False
89.606,90.007,ま,ま,False,False,False,False,False
90.007,90.707,ぶ,ぶ,False,False,False,False,False
90.707,90.908,し,し,False,False,False,False,False
90.908,91.408,す,す,False,False,False,False,False
91.408,91.575,ぎ,ぎ,False,False,False,False,False
91.575,92.776,て,て,False,False,False,False,False
92.776,92.943,め,め,False,False,False,False,False
92.943,93.11,を,を,False,False,False,False,False
93.11,93.51,そ,そ,False,False,False,False,False
93.51,93.677,ら,ら,False,False,False,False,False
93.677,94.044,し,し,False,False,False,False,False
94.044,94.211,て,て,False,False,False,False,False
94.211,94.411,い,い,False,False,False,False,False
94.411,98.415,た,た,False,False,False,False,False
98.415,98.582,き,き,False,False,False,False,False
98.582,98.816,づ,づ,False,False,False,False,False
98.816,99.183,か,か,False,False,False,False,False
99.183,99.383,な,な,False,False,False,False,False
99.383,99.683,い,い,False,False,False,False,False
99.683,99.85,ま,ま,False,False,False,False,False
99.85,100.05,ま,ま,False,False,False,False,False
100.05,101.618,で,で,False,False,False,False,False
101.618,106.89,<silence>,<silence>,False,False,False,False,False
106.89,107.124,「み,み,False,False,False,False,False
107.124,107.291,ら,ら,False,False,False,False,False
107.291,107.624,い,い,False,False,False,False,False
107.624,107.825,って,って,False,False,False,False,False
107.825,108.292,も,も,False,False,False,False,False
108.292,108.525,の,の,False,False,False,False,False
108.525,109.726,は,は,False,False,False,False,False
109.726,110.094,ま,ま,False,False,False,False,False
110.094,110.461,ば,ば,False,False,False,False,False
110.461,110.661,ゆ,ゆ,False,False,False,False,False
110.661,111.128,い,い,False,False,False,False,False
111.128,111.328,ほ,ほ,False,False,False,False,False
111.328,112.563,ど,ど,False,False,False,False,False
112.563,112.93,か,か,False,False,False,False,False
112.93,113.297,が,が,False,False,False,False,False
113.297,113.464,や,や,False,False,False,False,False
113.464,113.831,い,い,False,False,False,False,False
113.831,113.997,た,た,False,False,False,False,False
113.997,114.131,と,と,False,False,False,False,False
114.131,114.364,い,い,False,False,False,False,False
114.364,116.467,う,う,False,False,False,False,False
116.467,117.201,だ,だ,False,False,False,False,False
117.201,117.868,れ,れ,False,False,False,False,False
117.868,118.235,に,に,False,False,False,False,False
118.235,118.602,で,で,False,False,False,False,False
118.602,119.636,も,も,False,False,False,False,False
119.636,120.003,て,て,False,False,False,False,False
120.003,120.537,に,に,False,False,False,False,False
120.537,121.071,で,で,False,False,False,False,False
121.071,121.238,き,き,False,False,False,False,False
121.238,122.473,る,る,False,False,False,False,False
122.473,122.84,す,す,False,False,False,False,False
122.84,123.173,て,て,False,False,False,False,False
123.173,123.54,き,き,False,False,False,False,False
123.54,123.841,な,な,False,False,False,False,False
123.841,124.575,お,お,False,False,False,False,False
124.575,124.942,た,た,False,False,False,False,False
124.942,125.309,か,か,False,False,False,False,False
125.309,126.71,ら,ら,False,False,False,False,False
126.71,128.445,<silence>,<silence>,False,False,False,False,False
128.445,129.513,－あぁ、,あぁ,False,False,False,False,False
129.513,129.68,だ,だ,False,False,False,False,False
129.68,129.88,け,け,False,False,False,False,False
129.88,130.914,ど,ど,False,False,False,False,False
130.914,131.281,な,な,False,False,False,False,False
131.281,131.748,ぜ,ぜ,False,False,False,False,False
131.748,131.982,か,か,False,False,False,False,False
131.982,132.282,ぼ,ぼ,False,False,False,False,False
132.282,132.483,く,く,False,False,False,False,False
132.483,133.383,の,の,False,False,False,False,False
133.383,134.084,て,て,False,False,False,False,False
134.084,134.785,は,は,False,False,False,False,False
134.785,135.486,ま,ま,False,False,False,False,False
135.486,136.053,だ,だ,False,False,False,False,False
136.053,136.553,か,か,False,False,False,False,False
136.553,136.753,ら,ら,False,False,False,False,False
136.753,139.022,の,の,False,False,False,False,False
139.022,139.389,ま,ま,False,False,False,False,False
139.389,141.125,ま,ま,False,False,False,False,False
141.125,141.859,こ,こ,False,False,False,False,False
141.859,142.559,の,の,False,False,False,False,False
142.559,142.96,お,お,False,False,False,False,False
142.96,143.627,お,お,False,False,False,False,False
143.627,143.827,き,き,False,False,False,False,False
143.827,145.062,な,な,False,False,False,False,False
145.062,145.395,せ,せ,False,False,False,False,False
145.395,146.43,か,か,False,False,False,False,False
146.43,146.63,い,い,False,False,False,False,False
146.63,147.898,で,で,False,False,False,False,False
147.898,148.232,か,か,False,False,False,False,False
148.232,148.565,ら,ら,False,False,False,False,False
148.565,148.932,っ,っ,False,False,False,False,False
148.932,149.266,ぽ,ぽ,False,False,False,False,False
149.266,150.0,な,な,False,False,False,False,False
150.0,150.334,ぼ,ぼ,False,False,False,False,False
150.334,150.701,く,く,False,False,False,False,False
150.701,153.137,は,は,False,False,False,False,False
153.137,153.504,い,い,False,False,False,False,False
153.504,154.571,き,き,False,False,False,False,False
154.571,154.938,ば,ば,False,False,False,False,False
154.938,155.973,を,を,False,False,False,False,False
155.973,156.273,み,み,False,False,False,False,False
156.273,157.04,う,う,False,False,False,False,False
157.04,157.374,し,し,False,False,False,False,False
157.374,157.541,な,な,False,False,False,False,False
157.541,157.774,っ,っ,False,False,False,False,False
157.774,158.809,て,て,False,False,False,False,False
158.809,159.176,ま,ま,False,False,False,False,False
159.176,159.843,い,い,False,False,False,False,False
159.843,160.21,ご,ご,False,False,False,False,False
160.21,160.577,の,の,False,False,False,False,False
160.577,161.278,ま,ま,False,False,False,False,False
161.278,162.012,ま,ま,False,False,False,False,False
162.012,163.714,で,で,False,False,False,False,False
163.714,164.448,く,く,False,False,False,False,False
164.448,165.149,ら,ら,False,False,False,False,False
165.149,166.25,や,や,False,False,False,False,False
166.25,166.383,み,み,False,False,False,False,False
166.383,167.618,の,の,False,False,False,False,False
167.618,167.951,む,む,False,False,False,False,False
167.951,168.352,こ,こ,False,False,False,False,False
168.352,169.019,う,う,False,False,False,False,False
169.019,169.219,が,が,False,False,False,False,False
169.219,170.454,わ,わ,False,False,False,False,False
170.454,170.787,み,み,False,False,False,False,False
170.787,171.522,つ,つ,False,False,False,False,False
171.522,172.189,け,け,False,False,False,False,False
172.189,172.923,た,た,False,False,False,False,False
172.923,173.457,の,の,False,False,False,False,False
173.457,175.726,は,は,False,False,False,False,False
175.726,175.926,き,き,False,False,False,False,False
175.926,176.093,っ,っ,False,False,False,False,False
176.093,177.127,と,と,False,False,False,False,False
177.127,177.494,も,も,False,False,False,False,False
177.494,178.195,と,と,False,False,False,False,False
178.195,178.395,め,め,False,False,False,False,False
178.395,178.896,て,て,False,False,False,False,False
178.896,179.096,い,い,False,False,False,False,False
179.096,180.33,た,た,False,False,False,False,False
180.33,180.464,あ,あ,False,False,False,False,False
180.464,180.697,の,の,False,False,False,False,False
180.697,181.031,つ,つ,False,False,False,False,False
181.031,181.198,よ,よ,False,False,False,False,False
181.198,181.598,い,い,False,False,False,False,False
181.598,181.732,ひ,ひ,False,False,False,False,False
181.732,181.932,か,か,False,False,False,False,False
181.932,185.969,り,り,False,False,False,False,False
185.969,186.17,つ,つ,False,False,False,False,False
186.17,186.37,か,か,False,False,False,False,False
186.37,186.67,み,み,False,False,False,False,False
186.67,186.837,に,に,False,False,False,False,False
186.837,187.204,い,い,False,False,False,False,False
187.204,187.404,こ,こ,False,False,False,False,False
187.404,189.139,う,う,False,False,False,False,False
189.139,210.994,<silence>,<silence>,False,False,False,False,False
210.994,211.395,ずっ,ずっ,False,False,False,False,False
211.395,212.429,と,と,False,False,False,False,False
212.429,212.796,ずっ,ずっ,False,False,False,False,False
212.796,213.83,と,と,False,False,False,False,False
213.83,214.164,ずっ,ずっ,False,False,False,False,False
214.164,214.898,と,と,False,False,False,False,False
214.898,215.265,よ,よ,False,False,False,False,False
215.265,215.432,わ,わ,False,False,False,False,False
215.432,215.599,く,く,False,False,False,False,False
215.599,216.667,て,て,False,False,False,False,False
216.667,217.034,お,お,False,False,False,False,False
217.034,217.201,く,く,False,False,False,False,False
217.201,217.768,びょ,びょ,False,False,False,False,False
217.768,218.101,う,う,False,False,False,False,False
218.101,218.435,だ,だ,False,False,False,False,False
218.435,218.802,っ,っ,False,False,False,False,False
218.802,219.67,た,た,False,False,False,False,False
219.67,219.836,ぼ,ぼ,False,False,False,False,False
219.836,220.037,く,く,False,False,False,False,False
220.037,222.306,は,は,False,False,False,False,False
222.306,222.673,やっ,やっ,False,False,False,False,False
222.673,223.707,と,と,False,False,False,False,False
223.707,224.074,やっ,やっ,False,False,False,False,False
224.074,225.108,と,と,False,False,False,False,False
225.108,225.475,やっ,やっ,False,False,False,False,False
225.475,226.143,と,と,False,False,False,False,False
226.143,226.51,き,き,False,False,False,False,False
226.51,226.71,づ,づ,False,False,False,False,False
226.71,226.91,い,い,False,False,False,False,False
226.91,227.978,た,た,False,False,False,False,False
227.978,228.345,い,い,False,False,False,False,False
228.345,228.512,っ,っ,False,False,False,False,False
228.512,229.012,ぽ,ぽ,False,False,False,False,False
229.012,229.213,ふ,ふ,False,False,False,False,False
229.213,229.68,み,み,False,False,False,False,False
229.68,229.913,だ,だ,False,False,False,False,False
229.913,230.08,そ,そ,False,False,False,False,False
230.08,232.182,う,う,False,False,False,False,False
232.182,232.549,い,い,False,False,False,False,False
232.549,234.318,ま,ま,False,False,False,False,False
234.318,235.085,こ,こ,False,False,False,False,False
235.085,235.752,の,の,False,False,False,False,False
235.752,236.153,お,お,False,False,False,False,False
236.153,236.787,お,お,False,False,False,False,False
236.787,236.987,き,き,False,False,False,False,False
236.987,238.255,な,な,False,False,False,False,False
238.255,238.589,せ,せ,False,False,False,False,False
238.589,239.623,か,か,False,False,False,False,False
239.623,239.823,い,い,False,False,False,False,False
239.823,241.058,で,で,False,False,False,False,False
241.058,241.391,あ,あ,False,False,False,False,False
241.391,241.792,が,が,False,False,False,False,False
241.792,242.125,い,い,False,False,False,False,False
242.125,242.359,て,て,False,False,False,False,False
242.359,242.492,い,い,False,False,False,False,False
242.492,243.193,た,た,False,False,False,False,False
243.193,243.527,ぼ,ぼ,False,False,False,False,False
243.527,243.894,く,く,False,False,False,False,False
243.894,246.33,は,は,False,False,False,False,False
246.33,246.697,そ,そ,False,False,False,False,False
246.697,247.731,れ,れ,False,False,False,False,False
247.731,248.131,で,で,False,False,False,False,False
248.131,249.132,も,も,False,False,False,False,False
249.132,249.466,ま,ま,False,False,False,False,False
249.466,250.2,え,え,False,False,False,False,False
250.2,250.567,を,を,False,False,False,False,False
250.567,250.734,む,む,False,False,False,False,False
250.734,250.934,い,い,False,False,False,False,False
250.934,251.935,て,て,False,False,False,False,False
251.935,252.369,あ,あ,False,False,False,False,False
252.369,253.07,る,る,False,False,False,False,False
253.07,253.403,い,い,False,False,False,False,False
253.403,253.737,て,て,False,False,False,False,False
253.737,254.438,く,く,False,False,False,False,False
254.438,255.138,ん,ん,False,False,False,False,False
255.138,256.907,だ,だ,False,False,False,False,False
256.907,257.608,の,の,False,False,False,False,False
257.608,258.342,ば,ば,False,False,False,False,False
258.342,259.409,す,す,False,False,False,False,False
259.409,259.576,て,て,False,False,False,False,False
259.576,260.811,の,の,False,False,False,False,False
260.811,261.144,な,な,False,False,False,False,False
261.144,262.212,か,か,False,False,False,False,False
262.212,262.412,に,に,False,False,False,False,False
262.412,263.647,は,は,False,False,False,False,False
263.647,263.947,の,の,False,False,False,False,False
263.947,264.448,ぞ,ぞ,False,False,False,False,False
264.448,264.681,ん,ん,False,False,False,False,False
264.681,265.382,だ,だ,False,False,False,False,False
265.382,266.083,み,み,False,False,False,False,False
266.083,266.65,ら,ら,False,False,False,False,False
266.65,268.885,い,い,False,False,False,False,False
268.885,269.253,やっ,やっ,False,False,False,False,False
269.253,270.287,と,と,False,False,False,False,False
270.287,270.687,と,と,False,False,False,False,False
270.687,271.255,ど,ど,False,False,False,False,False
271.255,271.555,い,い,False,False,False,False,False
271.555,272.055,た,た,False,False,False,False,False
272.055,272.222,ん,ん,False,False,False,False,False
272.222,273.523,だ,だ,False,False,False,False,False
273.523,273.69,ぼ,ぼ,False,False,False,False,False
273.69,273.857,く,く,False,False,False,False,False
273.857,274.224,ら,ら,False,False,False,False,False
274.224,274.391,の,の,False,False,False,False,False
274.391,274.758,み,み,False,False,False,False,False
274.758,274.925,ら,ら,False,False,False,False,False
274.925,275.125,い,い,False,False,False,False,False
275.125,279.162,は,は,False,False,False,False,False
279.162,279.329,こ,こ,False,False,False,False,False
279.329,279.529,こ,こ,False,False,False,False,False
279.529,279.863,か,か,False,False,False,False,False
279.863,280.097,ら,ら,False,False,False,False,False
280.097,280.364,は,は,False,False,False,False,False
280.364,280.564,じ,じ,False,False,False,False,False
280.564,280.764,ま,ま,False,False,False,False,False
280.764,282.666,る,る,False,False,False,False,False
282.666,-1.0,<silence>,<silence>,False,False,False,False,False
